Query	UserId	ChatsQuantity	BotAnswer	BotHelp	Lenth
Здравствуйте! Подскажите, пожалуйста, взносы с части дохода, превышающего 300 000 рублей у ИП с УСН доходы какие сроки уплаты в бюджет?	17726589	1	0	0	21
если покупаем товар для перепродажи за нал 02.04.2024 . Вопрос можно ли выбить чек с признаком расход 03.04.2024 это не ошибка?	2685139	1	0	0	21
Добрый день! Организация хочет продать ОС (автомобиль) физ. лицу. Кассового аппарата у компании нет. Каким способом физ. лицо может оплатить ОС?	17783523	1	0	0	21
"Добрый день!
Подскажите, пожалуйста, принимаются ли для налогового учета начисленные проценты по обязательству по долгосрочной аренде (это проценты, начисленные по стандарту ""Аренда"")."	686666	1	0	0	21
Добрый день! возник спор - при получении денег от клиента в кассовом чеке что должно быть указано - аванс или предоплата?	7261938	1	0	0	21
Добрый день! В какой момент выплачивают выходное пособие и 2 заработка по трудоустройству членам ликвидационной комиссии, которые являются сотрудниками ликвидируемой организации?	19231008	1	0	0	21
Добрый день. просьа дать ссылку на акт инвентаризации по основным средствам , запасам , оценочные резервы, отложенные налоговые активы и обязательства	919387	1	0	0	21
Здравствуйте. нужен четкий и полный ответ на вопрос. Как уволить директора, он же единственный учредитель организации - пошаговая инструкция . .	20518539	1	0	0	21
Добрый день! Вот ИП на общем налогообложении, но освобожден от НДС. Какие отчеты нужно сдавать за 2023 год? Не работодатель. Спасибо.	5484540	1	0	0	21
Здравствуйте! если ип хочет добавить доп.оквэд, нужно ли в заявлении опять указывать основной вид деятельности и те оквэд, которые уже внесены?	6780902	1	0	0	21
Добрый день. Хотели узнать нужно ли распечатывать отчетность, если мы ее сдает электронно через Такском и она там же и хранится?	8295484	1	0	0	21
Добрый день, надо ли дополнительный оквэд. ооо возмещает у другой ооо за тепло, выставляет счет фактуру. какой в этом случае оквэд?	3668339	1	0	0	21
К заявке для ответа на вопрос № 4156623, по вашей просьбе указываем номер телефона 8(3466)635901 доб. 1068, можно звонить прямо сейчас	15440013	1	0	0	21
Добрый день! Подскажите, планируем Покупателям выдать Сертификат на скидку в 50% на будущую поставку товара, как и какими документами это оформить?	16003005	1	0	0	21
Здравствуйте! Российская организация при приобретении товара у белорусского гражданина в Беларуси обязана уплатить ввозной НДС? Какие документы на сделку надо формить?	342232	1	0	0	21
если мы намеренно укажем стоимость приза 4000, чтобы не платить физ лицу налог. Какие риски у организации при неверном определении базы?	12404523	1	0	0	21
Добрый день. ИП на УСН сдает 3НДФЛ и платит НДФЛ как оценщик. Может ли он применять проффесиональный вычет при расчете НДФЛ?	19204992	1	0	0	21
Добрый день! МУП реорганизуют по способу приватизации - преобразование в ООО. Нужно ли извещать налоговую о начале процесса реорганизации путем преобразования?	1827602	1	0	0	21
вопрос как в БУ и НУ отразить получение организацией (ОСНО) целевое финансирование от заказчика на возмщение расходов исполнителя на опытно-конструкторскую разработку	7944106	1	0	0	21
Доброе утро. Можно ли предоставлять услуги (спецтехнику с водителем) одной организацией для другой организации в рамках агентского договора продолжительностью 2-6 месяцев?	467876	1	0	0	21
Добрый день! сотрудник работает как внешний совместитель. Сейчас эта работа станет основной. Можно просто сделать перевод или через увольнение/прием нужно проводить?	706737	1	0	0	21
Здравствуйте! Вопрос: Хотим сотрудника перевести на неполный рабочий день, при этом оставить его на на целой ставку, будет ли это верно?	3341507	1	0	0	21
Добрый день. Вопрос: включается ли в облагаемый оборот по НДС по хозспособу (реконструкция собственного недвижимого имущества) оборудование, приобретенной у сторонних организаций.	12731285	1	0	0	21
Доброе утро! Подскажите пожалуйста, мы создали еще одно обособленное подразделение в какой срок нам нужно подать уведомление о создании этого обособленного подразделения?	19030226	1	0	0	22
Добрый день! Может ли женщина, находясь в отпуске по уходу за ребёнком до 1,5 лет, работать по внешнему совместительству в другой организации?	19694323	1	0	0	22
Добрый день! Скажите пожалуйста, если Ип принимает оплату от физ лица на карту, чек в данном случае пробивается с указанием электронные деньги?	7137069	1	0	0	22
здравствуйте . где можно почитать все расчеты и надбавки которые полагаются работникам работающие вахтовым методом и в условиях крайнего Севера.с примерами расчетов	5556688	1	0	0	22
ПОДСКАЖИТЕ, АКТУАЛЬНО В 2024 ГОДУ ОСВОБОЖДАТЬ РАБОТНИКА ОТ РАБОТЫ ПО ВЫЗОВУ ВОЕНКОМАТА ДЛЯ ПРОХОЖДЕНИЕ МЕДИЦИНСКОГО ОСВИДЕТЕЛЬСТВОВАНИЯ. И СБОР ДОКУМЕНТОВ НА ПОНЕСЕННЫЕ ЗАТРАТЫ	339466	1	0	0	22
Добрый день. Подскажите пожалуйста надо ли включать в средний заработок указ президента РФ от 02.04.2020 №239, от 28.04.2020 №294, от 29.05.2020 №345	17209806	1	0	0	22
Добрый день, продюсерская компания заключила договор на сьёмку фильма и в дальнейшим отчуждением прав(продажей). На каком счете учитывать затраты на производство фильма?	21405084	1	0	0	22
Добрый день! Физическое лицо заключило Договор ГПХ с жителем Узбекистана. Надо ли куда то сообщать об этом и кто должен платить налоги?	20873458	1	0	0	22
добрый день. Обязан ли работодалель предоставить женщине, находящейся в оптуске по уходу за ребенком до 1,5 лет возможность работать неполный рабочий день?	179344	1	0	0	22
Добрый день! Подскажите. пожалуйста, можно ли нашей организации оплатить юридические услуги частному нотариусу (не ИП) через банковскую операцию, не имея онлайн кассы?	210966	1	0	0	22
Здравствуйте! есть ли разъяснения относительно начисления акцизы в случае, когда передают подакцизный товар в качестве бонуса, при этом цена партии не меняется	7814348	1	0	0	22
"Организация является дистрибьютором продуктов питания, по условиям договора осуществляет доставку товара собственным транспортом до клиентов.
Выписывает путевые листы. Надо ли выписывать транспортную накладную?"	147629	1	0	0	22
Добрый день! Можно ли в системе Главбух установить в документах значок уведомление, в связи с принятыми изменениями? Например, Внесение изменений в КоАП?	387343	1	0	0	22
Добрый день! Организация выплатили в 2023 году дивиденды физ.лицу за прошлые годы. В каких строках бух.отчетности за 2023 год надо это показать?	21032216	1	0	0	22
Добрый день. Когда выходить из ежегодного отпуска работнику, если он написал заявление на отпуск с 26 апреля 2024 года на 14 дней?	17854207	1	0	0	22
"Здравствуйте, подскажите, пожалуйста: Аудитор сделал замечание, что такого понятия как ""Несущественные активы"" имеются в виду малоценные ОС не существует.. Прав ли ОН?"	18843331	1	0	0	22
здравствуйте. Сотрудник в 21-15 02.04 вылетает из РФ в Турцию. 03.04 в 02-30 прилетает. Какие суточные будут за 02.04 и за 03.04?	8625025	1	0	0	22
Добрый день. Как выплатить причитающиеся ко дню смерти денежные средства работника родственникам? Должны ли они вступить в наследство перед получением денежных средств?	13141163	1	0	0	22
Добрый день! подскажите как учесть госпошлину за подачу заявления о признании незаконным и отмене решения Отделения Фонда пенсионного и социального страхования РФ	2907493	1	0	0	22
Добрый день. Видели рекламу мероприятия Семинар «Знаковые судебные решения по налоговым спорам: что важно знать бухгалтеру». Можно ли про него узнать подробнее?	692284	1	0	0	22
Доброе утро. В течении скольки дней нужно ответить СФР на запрос по единовременному пособию при рождении ребенка? Как считаются дни для ответа?	9321206	1	0	0	22
Добрый день! Родственник хочет вернуть денежные средства за прием мамы, которая умерла. Прием оплачен эквайрингом. Можно ли вернуть денежные средства наличными деньгами?	9714083	1	0	0	22
Добрый день! Проконсультируйте по следующему вопросу, при заполнении подраздела 2,3 Формы ЕФС-1 о спецоценке, что понимается под рабочим местом? человек или должность?	609117	1	0	0	22
Добрый день! Вопрос по заполнению 6-НДФЛ. 6 срок перечисления НДФЛ - апрель, его нужно заполнять или нет. Зачем он в отчете указан?	1732115	1	0	0	22
Доброе утро! У нас в Крокус сити холл погиб сотрудник. свидетельства о сметри нет, каким числом я могу издать приказ об увольнении	871105	1	0	0	22
Добрый день! подскажите, пожалуйста, через какой счет закрывается незавершенное производство, по которому не было выручки? На 90.02.1 (себестоимость) или 91.02 (прочие расходы)?	18987047	1	0	0	22
Добрый день. уточните,я 26.03.24 задавала дополнительный вопрос к полученному ответу по вопросу в ЭП №4142125,ответа до сих пор нет. Когда получу ответ?	1672312	1	0	0	22
Здравствуйте. Покупаем право пользование программой для ЭВМ по лицензионному договору сроком на 1 год. Как правильно отразить в бухгалтерском учете эти расходы?	10101460	1	0	0	22
Добрый день! Не нашла пример заполнения декларации по УСН с объектом доходы в 2023 году для ИП без сотрудников (сам за себя)(	5717950	1	0	0	22
Добрый день. Подскажите, пожалуйста: организация купила электропогрузчик. В свидетельстве указано: двигатель и коробка передач- номер отсутствует. Платится ли транспортный налог с электропогрузчика?	9396983	1	0	0	22
добрый день. Может ли ИП 6% уменьшить УСН за 2023 год страховыми взносами за себя, если они были оплачены только 01.03.2024 году.	3121155	1	0	0	22
Здравствуйте. Такой вопрос. Мы, юридическое лицо, продаем склад красителей (недвижимость) юридическому лицу. Должны ли мы платить налог на прибыль? в каком размере?	6114138	1	0	0	22
Добрый день. За продление подписки было обещано выписать сертификат. Сертификат мы так и не получили. Прошу указать причину. Или это был обман?	17807536	1	0	0	22
Добрый день! Подскажите может ли товарная накладная и акт выполненных работ быть за одним номером? (в т.н - товар, в акте услуги)	16339738	1	0	0	22
добрый день. мы оплатили поставщику 100 юаней, на следующий день он нам их вернул. какие должны быть проводки при возврате валюты ?	21483787	1	0	0	22
ДОБРЫЙ ВЕЧЕР! ОРГАНИЗАЦИЯ ООО снимает картиру для приезжающих сотрудников у физлица . платим толко нДФЛ, страховые не платим. можете прислать форму договора	1578219	1	0	0	22
Добрый день. Скажите пожалуйста если Адрес регистрации не попадает в перечисленные районы/территории для определения уральского коэффициенты. Где можно запросить данную информацию. Спасибо.	699099	1	0	0	22
доброе утро. Вопрос: ИП без кассового аппарата торгует на рынке, каким документом оформить дневную выручку, на основании которого вносится запись в кудир?	19135288	1	0	0	22
добрый день, подскажите пожалуйста , хотим открыть ооо,будущий генеральный директор устроен по основному месту работы в другой организации, не будет ли нарушения.	5863340	1	0	0	22
можно ли исправить ошибку прошлого периода поступление тмц в текущем периоде не делая корректировок деклараций НДС, прибыль, фин. отчетность прошлого закрытого периода	21311147	1	0	0	22
Здравствуйте! Студент очник получает пенсию по потере кормильца. Если он оформится как самозанятый, то он утратит право на получение пенсии или нет?	21490413	1	0	0	22
Добрый день, у сотрудника был исполнительный документ (четвертая очередь), получили еще один исполнительный документ (первая очередь). Первая очередь это приоритет, далее 4-я	17730750	1	0	0	22
есть ооо у нее два вида деятельности клининг и производство спорт товаров. как это сделать в одной ооо, чтоб всем было видно,	1820672	1	0	0	22
Добрый день, подскажите если НДС выходит к возмещению куда попадает эта переплата и возможно эту переплату применить в счет оплаты других налогов	21500221	1	0	0	22
Добрый день, подскажите пожалуйста при призыве сотрудника в армию, оформляется увольнение на основании повестки, а можно ли проводить увольнение по собственному желанию?	6423189	1	0	0	22
Доброе утро. Является ли ошибкой указание в графе продавец ( форма УПД) при отгрузке с обособленного подразделения не юр. адрес головного подразделения?	11843905	1	0	0	22
Добрый день) У нас строительная организация. Просьба, подсказать на какой счет лучше отнести 20 или 26 услуги по проектированию оказанной сторонней организацией	333238	1	0	0	22
Добрый день. Вопрос про дивиденды, Допусти начисляем дивиденды, когда явялешся резидендом, но за период, когда человек был нерезидентом. какой процент подоходного налога	5855420	1	0	0	22
ООО заключен договор и несколько спецификаций к этому договору. Нужно формировать с/ф на аванс по каждой спецификации или в целом по договору?	18561355	1	0	0	22
Добрый день, какими проводками оформить аренду транспортного средства у работника организации? НДФЛ за аренду оплачивает организация по договору? УСН доходы минус расходы	18536654	1	0	0	22
ИП использует в своей деятельности грузовой авто, куплена в лизинг, при продаже какой налог платит - НДФЛ или УСН как ИП 6%?	4451331	1	0	0	22
Здравствуйте. Организация оплатила санаторные путевки для директора и его супруги. Облагаются ли эти суммы ндфл, страховыми взносами и взносами от несчастных случаев?	2186810	1	0	0	22
Здравствуйте! Юридическим лицом принято решение об изменении места нахождения и юридического адреса. Куда и как подать сведения для регистрации изменений в ЕГРЮЛ?	20475570	1	0	0	22
Здравствуйте! Общехозяйственные и общепроизводственные расходы, связанные со строительством МКЖД, списываются ежемесячно или в момент ввода МКЖД в эксплуатацию и передачи квартир дольщикам?	6495705	1	0	0	22
добрый день, Письмо ФНС России от 10.03.2022 № ЕД-26-8/4@кс действующее или на текущий момент не действует. Как можно это увидеть в системе?	21671005	1	0	0	22
Здравствуйте. Сведения о стаже (ЕФС-1 Раздел 1.1.) за прошедший год сдается отдельно или в составе отчета ЕФС-1 Раздел 2 (бывший 4 ФСС)	1620179	1	0	0	22
Добрый день. Подскажите, пож, при поставки товара в Россию (импортер) , как понять нужно ли платить и сдавать отчетность по экосбору ?	21314287	1	0	0	22
"Добрый день! При формировании ЕФС-1 Раздел2. как правильно заполнить строку 9 по столбцу 4 ""На конец предыдущего периода"" за 1 кв2024г ?"	2264476	1	0	0	22
"Добрый день! Поставщик в УПД указал в графе 10 код 999, в графе 10а ""Лицо без гражданства"", к графе 11 номер гтд."	7052447	1	0	0	22
Добрый день! ИП оказывает услуги населению точнее физическим лицам ( маникюр педикюр косметолог) оплата происходит наличным расчетом и онлайн. нужен кассовый аппарат?	9568359	1	0	0	22
Добрый день! Подскажите, пожалуйста, при перевыставлении сф от поставщика клиенту по агентскому договору номер сф должен совпадать с номер сф от поставщика?	8229605	1	0	0	22
добрый день ! если организация платит иностранной компании за товар нужно ли сдавать новый отчет Налоговый расчет сумм доходов, выплаченных иностранным организациям?	1595251	1	0	0	22
Добрый день. Пришлите, пожалуйста, ссылку на решения судов в пользу налогоплательщиков, когда были нарушены права налогоплательщика вследствие нарушения процедуры рассмотрения материалов проверки.	20626944	1	0	0	22
добрый день! Предприятие занимается грузоперевозками. На авто устанавливают тахографы. Нужно ли сверять показания тахографа с табелем учета рабочего времени для начисления зарплаты?	18999596	1	0	0	22
Можно письмом послать в Военкомат все необходимые формы и сверки и как лучше это сделать если нет возможности доехать очно до военкомата?	2269088	1	0	0	22
Добрый вечер! подскажите, пожалуйста - если работник идет в отпуск за свой счет на несколько месяцев, надо ли уведомлять об этом ОСФ?	20286579	1	0	0	22
Добрый день. Подскажите. пожалуйста, сколько лет нужно хранить договоры покупки (с покупателями книг) и с типографиями, договоры заказов на издание, авторские договоры?	628388	1	0	0	22
Добрый день, подскажите пожалуйста, есть ли в системе бланк для заполнения справки 2 ндфл за 2020 год, то есть старая форма справки	19460513	1	0	0	22
Добрый день. Прошу дать ссылку на статью с информацией экономического расчета количества бухгалтеров для компании. как посчитать, сколько бухгалтеров нормативного должно быть.	1580148	1	0	0	22
просьба , напишите пример расчета командировки исходя из мрот, если сотрудник принят на работу и в тот же месяц направлен в командировку.	21110123	1	0	0	22
Добрый день,подскажите, ООО закупила товар, товар перевозился сторонней организацией, Дата ТТН должна ли по перевозчику сходится с датой актом выполненных работ ?	19483368	1	0	0	22
Добрый день. Указывать ли в 6-ндфл 1кв 24г сумму неудержанного ндфл с материальной выгоды, если возможность удержать появится ближе к концу года?	3751984	1	0	0	22
Добрый день ! Организация зарегистрирована 21 декабря 2023 г. на общей системе , какую отчетность нужно сдавать в 1 квартале 2024 г ?	2163896	1	0	0	23
Добрый день! Хотела рассчитать летнюю норму нового школьного автобуса ВЕКТОР NEXT 7645/2445/2965 (3155 (с кондиционером)), не могу найтти марку и модель. Помогите пожалуйста.	17497948	1	0	0	23
Добрый день! Организация купила квартиру для последующей продажи, нужно ли платить налог на имущество? Если да, то от какой стоимости нужно считать налог?	19327022	1	0	0	23
Доброго времени, подскажите - 1. какой вид деятельности самозанятого зарегистрировать - стилист в подборе одежды 2. можно совмещать 2 вида деятельности самозанятому ?	2240952	1	0	0	23
Добрый день! Отчет о финансовых результатах: в какой строке указать результат пересмотра СПИ ОС? Проводка Дт 02 Кт 84 - увеличен СПИ ОС	7640552	1	0	0	23
ИП применяет усн, планируем дополнить ОКВЭД, но есть опасения что эти деятельности лицензируются, просим уточнить относятся ли ОКВЭД 71.20 к лицензируемым видам деятельности?	1556544	1	0	0	23
Добрый день! Какие выплаты положены при ликвидации, сотрудник в ликвидируемом предприятии имеет основное место работы, а также в другом предприятии является внешним совмесителем?	19231008	1	0	0	23
Здравствуйте. Подскажите пожалуйста, поливомоечное оборудование стоимостью 2,5 млн. рублей , которое только при его криплении на ТС будет эксплуатироваться - является основным средством?	2131433	1	0	0	23
"Извините, что не ответила сразу, т.к отлучалась с работы на перерыв, я бы с удовольствием ознакомилась с мнением ваших экспертов на вкладке ""письменно"""	19020491	1	0	0	23
Добрый день. Как учесть бракованные материалы, используемые в производстве продукции, купленные у поставщика (брак обнаружен до передачи в производство, возвращаться поставщику не будет)?	211583	1	0	0	23
в отчете о финансовых резултатах резерв по сомнительным долгам в прочих доходах и расходах надо показывать свернуто, если сумма одна и таж е	919387	1	0	0	23
Здравствуйте. С 01.03.2024-22.03.2024 мы подали уведомление удержанного НДФЛ. А за период с 23.03.2024-.31.03.2024 удержаний НДФЛ не было. Нужно ли нам подавать нулевое уведомление?	20411137	1	0	0	23
добрый день, в 2023 году получили прибыль счет 84.01. За 2022 год есть убыток на счете 84,02, можем ли 31.12.23 погасить убыток 2022?	18215849	1	0	0	23
ИП на патенте . В патенте сумма дохода 900 000. Фактически доход составил 2 000 000 рублей. Нужно ли доплачивать какие нибуль налоги?	9762037	1	0	0	23
Добрый день! Подскажите пожалуйста, как учитывывать конструкторскую документацию для изготолвения продукции? Её необходимо ставить на баланс? И можно ли проводить как нематериальные активы?	18864047	1	0	0	23
Доброе утро. Можно ли принять в расходы сумму возмещения командировочных расходов, а также НДС по ним, предъявляемые исполнителем услуг, возмещение прописано в договоре.	15470084	1	0	0	23
Добрый день! Подскажите ,образец письма в фнс по расхождению данных по итогам сверки по транспортному налогу (ФНС ошиблась в расчете, неверная налоговая ставка)	8380158	1	0	0	23
Добрый день. Подскажите пожалуйста, новая форма счета-фактуры обязательна с 1 апреля 2024 как для электронных документов, так и для документов на бумажном носителе?	6874346	1	0	0	23
Добрый день, как сделать Акт сверки с налоговой по выплатам и снятиям. Нам выставили требование об оплате, хотя мы все суммы уже оплатили	9446893	1	0	0	23
Вопрос ; автомобиль находящийся в собственности компании попал в аварию, страховая компания выплатила по страховую сумму. какие проводки должен сделать бухгалтер в программе	3649747	1	0	0	23
Ещё вопрос - обоснована ли выплата надбавки за вахтовый метод работы, если работник прописан и проживает в том же городе, где и работает?	13849126	1	0	0	23
Добрый день. Сотрудник по основному месту написал заявление на отпуск, а по внутреннему совместительству писать не хочет. Имеет ли он на это право.	13747382	1	0	0	23
У ИП последняя сотруждница уволилась в декабре 2023. Сам ИП продолжается свою деятельность, но уже 6-НДФЛ за 1 кв 2024 не сдает ,верно?	3390231	1	0	0	23
Добрый день! Спасибо за ответ, но по этому закону льготы предоставляются по 2023г. и дальше информации нет. Есть ли какие-то льготы на 2024г.?	2551522	1	0	0	23
Доброе утро. Я проходила у вас курс - главбух со знаниями МСФО, не успела до 31 марта пройти программу. Можно как-то продлить ?	6916837	1	0	0	23
Здравствуйте! Была коммандировка в беларусь. Оплатили гостиницу в Беларуссии в рублях но счет был в бел/рублях. В какой валюте должны быть закрывающие документы?	20972107	1	0	0	23
Здравствуйте, если сотрудника лишили персональной надбавки за март месяц, но у него есть переработки, исключается ли надбавка из расчета стоимости часа за март?	16490550	1	0	0	23
Добрый день! Сейчас смотрю бланк договора купли-продажи квартиры (продавец и покупатель – физические лица) в п.2 указано ООО, соответствует ли бланк указанному названию?	1762335	1	0	0	23
Здравствуйте! Учредитель для в УК 100% внес на р/счет финансовую помощь безвозмездную. Организация УСН 6%. Вопрос: Какими налогами облагается?, как документально оформляется? Спасибо.	19047006	1	0	0	23
Подскажите: если в одном квартале мы оплатили НДС с полученного аванса. А в следующем квартале этот аванс вернули. Нам с него вернется НДС?	8815241	1	0	0	23
добрый день, подскажите ставку земельного налога в г. Севастополь, на 2024 год. //ст 2 п. 5) Закон № 81-ЗС от 26.11.14 актуальная редакция?	2095459	1	0	0	23
Добрый день, подскажите , мы хотим купить землю у юр лица? ндс же не облагается земля? как это все правильно провести? каким документом	11330666	1	0	0	23
Подскажите, подлежит ли арендованное имущество отраженное в балансе на счете 01.03 Арендованное имущество (ППА земельный участок) на забалансовой счете 001 арендованные основные средства	891641	1	0	0	23
"Добрый день! В отчете об изменении капитала в разделе 2 изменение капитала столбец ""за счет иных факторов"" откуда тянется сумма в данном столбце?"	17743717	1	0	0	23
если продается имущество из ук, нужно ли довносить эту стоимость? и что делать, когда приходит в негодность имущество, которое было внесено как УК?	20247633	1	0	0	23
"Добрый день!
У Нашей компании заключен договор поставки. Покупателю отгружена продукция и следом передаётся товар бесплатно, для определения качества товара. нужно ли начислять НДС?"	12744953	1	0	0	23
"Здравствуйте, помогите найти ответ на вопрос: ""Вправе ли гражданин (физлицо) без статуса ИП сдавать в аренду нежилую недвижимость, находящуюся у него в собственности.?"""	18648591	1	0	0	23
подскажите, когда применяется 72 счет бух.учета, и можно его применять у ИП когда он отчитывается по деньгам которые использовал на нужды производства, спасибо	880551	1	0	0	23
"При расчете среднемесячного заработка для определения возмещения при недостачи. 
Сумма среднего заработка берется с НДФЛ или без? Т.е. какую сумму берем за ориентир?"	4374227	1	0	0	23
Добрый день, при продажах физическому лицу с оплатой эквайринг, нужно ли прописывать ФИО в документах или же достаточно указать общий контрагент Физические лица	9367264	1	0	0	23
Добрый день ! Премия к дню рождения, к праздникам, рождению ребенка и т.д. включаются при расчете отпусков, при расчёте пособий по соц. страхованию.	16298638	1	0	0	23
подскажите, пожалуйста, допустимо ли такое расхождение в бух отчетности за 2023год? Если допустимо то в каком случае? где можно посмотреть образец пояснительной записки?	17854207	1	0	0	23
Добрый день. Подскажите. пожалуйста, нужно ли подавать уведомление по НДФЛ, если пропущен срок подачи (05.03.24) уведомления, но отправлен отчет 6-НДФЛ за 1 квартал	2518328	1	0	0	23
ЗДРАВСТВУЙТЕ! ПОДСКАЖИТЕ ПОЖАЛУЙСТА! СДАЮТ ЧЕКИ ЗА КУПЛЕННЫЙ ТОВАР С ВЫДЕЛЕНИЕМ НДС.СЧЕТ ФАКТУР НЕТ. ПРАВИЛЬНО ЕСЛИ ВСЮ СУММУ СПИСЫВАТЬ НА ЗАТРАТЫ НЕ ВЫДЕЛЯЯ НДС.	132951	1	0	0	23
Добрый день! Подскажите, пожалуйста, есть ли ссылка на заполнение декларации УСН доходы на 2024 год? У меня в декларацию не подтягиваются страховые взносы((	14496717	1	0	0	23
Доброе утро. Возвращаюсь к Вашему ответу по поводу корректировки суммы земельного налога. Если я Вас правильно поняла, корректировку нужно сделать в текущем периоде?	2308758	1	0	0	23
Добрый день. Нужно ли в 2024 году начислять НДФЛ и страховые взносы на страховые премии по ДМС за детей сотрудников или родственников сотрудников?	2527324	1	0	0	23
платим по договору аренды за помещение физ лицу, с расчетного счета, можем ли брать в расходы, документы не какие физ лицо не предоставляет	885506	1	0	0	23
Добрый день. Приказом установлен стоимостной суточный лимит проживания в период командировки. как оформить и отразить в налоговом учете превышение лимита? Компания на ОСНО.	1827560	1	0	0	23
если старого генерального директора увольняют по протоколу, и назначают нового этим же протоколом, какое основание для увольнения? п.3 ч.1 ст. 77 ТК РФ?	3353343	1	0	0	23
добрый день. автомобиль в организации стоит без действий с 2019года. бензин в баке практически испарился как отразить это в бухгалтерском и налоговом учете	589946	1	0	0	23
ИП на ОСНО продал автомобиль, используемый в предпринимательской деятельности. Срок использования автомобиля 6 лет. Должен ли ИП платить НДФЛ с доходов от продажи.	13235073	1	0	0	23
добрый день. сотрудник уволен в июне 2023 г. Запрашивает справку 182-н, обязаны ли мы ее выдать, если она отменена с 1 января 2023г.?	15431021	1	0	0	23
Здравствуйте, в 4 кв 2023 была сделана ошибка в счете фактуре на реализацию. Мы не правильно указали покупателя. Как исправить эту ошибку ?	15704348	1	0	0	23
Добрый день! с какого периода транспортная экспедиция где перевозчик Латвия оплаты в пользу нерезидента за эти услуги подпадает под налог на прибыль ?	430845	1	0	0	23
добрый день. ранее заходила в обучение бухгалтера по мфсо- и не смогла пройти все вовремя, можно ли мне открыть возможность прохождения этого курса	21112913	1	0	0	23
здравствуйте ,сдали БО 2023 год, но так как до меня вела учет другая организация в лице ИП . Данные за прошлый2021;2022 год изменились	20485628	1	0	0	23
